"행정구역별(읍면동)","연령별",2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022
"행정구역별(읍면동)","연령별",총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비,총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비,총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비,총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비,총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비,총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비,총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비,총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비
"전국","40~44세",4338827,2218442,2120385,104.6,4215921,2142101,2073820,103.3,4152420,2124144,2028276,104.7,4031799,2049032,1982767,103.3,4037048,2060634,1976414,104.3,3916382,1986538,1929844,102.9,3910064,2001842,1908222,104.9,3775918,1920059,1855859,103.5,3855403,1974200,1881203,104.9,3707290,1884344,1822946,103.4,3906665,1997630,1909035,104.6,3758298,1909518,1848780,103.3,3981710,2038116,1943594,104.9,3831323,1949291,1882032,103.6,4047796,2075221,1972575,105.2,3883866,1978627,1905239,103.9
"전국","45~49세",4388157,2217013,2171144,102.1,4266941,2151070,2115871,101.7,4492909,2264120,2228789,101.6,4369603,2196126,2173477,101.0,4532957,2295736,2237221,102.6,4404427,2224798,2179629,102.1,4498819,2282577,2216242,103.0,4362254,2206233,2156021,102.3,4449226,2263200,2186026,103.5,4307141,2182319,2124822,102.7,4325697,2196042,2129655,103.1,4195327,2123611,2071716,102.5,4134223,2100431,2033792,103.3,4010015,2030757,1979258,102.6,4018684,2037952,1980732,102.9,3895813,1969118,1926695,102.2
"전국","50~54세",4263447,2153186,2110261,102.0,4145976,2094318,2051658,102.1,4153936,2108614,2045322,103.1,4030564,2045888,1984676,103.1,4122551,2082358,2040193,102.1,4000764,2020278,1980486,102.0,4196221,2109486,2086735,101.1,4071272,2044989,2026283,100.9,4322368,2170535,2151833,100.9,4191706,2101302,2090404,100.5,4372054,2195060,2176994,100.8,4245683,2130025,2115658,100.7,4477633,2243979,2233654,100.5,4350920,2177577,2173343,100.2,4513276,2273280,2239996,101.5,4380778,2202871,2177907,101.1
"전국","55~59세",3956849,1969232,1987617,99.1,3863095,1922796,1940299,99.1,4165508,2069976,2095532,98.8,4076050,2025701,2050349,98.8,4258232,2120781,2137451,99.2,4167356,2076215,2091141,99.3,4319504,2154401,2165103,99.5,4212132,2101462,2110670,99.6,4285702,2143941,2141761,100.1,4167929,2084851,2083078,100.1,4210645,2109380,2101265,100.4,4091920,2051221,2040699,100.5,4097916,2064943,2032973,101.6,3976114,2004426,1971688,101.7,4076219,2044571,2031648,100.6,3955115,1984188,1970927,100.7
"전국","60~64세",2821457,1379694,1441763,95.7,2758941,1348273,1410668,95.6,3079213,1508112,1571101,96.0,3010386,1473557,1536829,95.9,3251699,1596954,1654745,96.5,3175172,1558672,1616500,96.4,3482338,1715950,1766388,97.1,3401325,1675784,1725541,97.1,3689408,1816973,1872435,97.0,3604994,1775178,1829816,97.0,3885297,1912792,1972505,97.0,3795217,1869359,1925858,97.1,4097858,2016321,2081537,96.9,4013702,1975945,2037757,97.0,4176683,2058253,2118430,97.2,4088069,2015906,2072163,97.3
"전국","65~69세",2144023,1028129,1115894,92.1,2117875,1015463,1102412,92.1,2208535,1058989,1149546,92.1,2179524,1044970,1134554,92.1,2315195,1113374,1201821,92.6,2282138,1097501,1184637,92.6,2372155,1139381,1232774,92.4,2335461,1121855,1213606,92.4,2492232,1199690,1292542,92.8,2450215,1179719,1270496,92.9,2734187,1314575,1419612,92.6,2685773,1291921,1393852,92.7,2976607,1433783,1542824,92.9,2925766,1409896,1515870,93.0,3144288,1519093,1625195,93.5,3086282,1491675,1594607,93.5
"전국","70~74세",1770741,793855,976886,81.3,1760932,789607,971325,81.3,1746223,790608,955615,82.7,1736294,786401,949893,82.8,1756166,802127,954039,84.1,1745402,797640,947762,84.2,1829392,844189,985203,85.7,1817370,839242,978128,85.8,1926601,896925,1029676,87.1,1911438,890402,1021036,87.2,2027679,946539,1081140,87.6,2009542,938910,1070632,87.7,2089644,975415,1114229,87.5,2069571,966856,1102715,87.7,2193238,1026934,1166304,88.1,2169182,1016612,1152570,88.2
"전국","75~79세",1362669,553178,809491,68.3,1356014,550684,805330,68.4,1425031,585602,839429,69.8,1418480,583304,835176,69.8,1543849,643508,900341,71.5,1537367,641422,895945,71.6,1585750,666909,918841,72.6,1579289,664879,914410,72.7,1595168,676049,919119,73.6,1588073,673589,914484,73.7,1600867,684291,916576,74.7,1593192,681766,911426,74.8,1584604,685723,898881,76.3,1576830,683137,893693,76.4,1598274,699921,898353,77.9,1588867,696679,892188,78.1
"전국","80~84세",814222,276627,537595,51.5,810891,275462,535429,51.4,884261,307499,576762,53.3,880699,306320,574379,53.3,943418,335345,608073,55.1,939787,334274,605513,55.2,1005673,363891,641782,56.7,1001715,362776,638939,56.8,1075010,396231,678779,58.4,1070623,394900,675723,58.4,1120781,419037,701744,59.7,1115804,417754,698050,59.8,1178836,447622,731214,61.2,1173715,446293,727422,61.4,1280639,494021,786618,62.8,1274965,492514,782451,62.9
"전국","85~89세",372987,98855,274132,36.1,371527,98367,273160,36.0,400337,107281,293056,36.6,398827,106818,292009,36.6,434947,119540,315407,37.9,433550,119129,314421,37.9,467681,132006,335675,39.3,466247,131650,334597,39.3,511197,148298,362899,40.9,509347,147716,361631,40.8,563930,168643,395287,42.7,562068,168181,393887,42.7,617681,189457,428224,44.2,615617,188955,426662,44.3,654226,204915,449311,45.6,651839,204318,447521,45.7
"전국","90~94세",124723,28759,95964,30.0,124111,28565,95546,29.9,130627,29532,101095,29.2,130010,29346,100664,29.2,141555,31590,109965,28.7,141169,31488,109681,28.7,153410,33938,119472,28.4,153039,33849,119190,28.4,173427,38990,134437,29.0,172793,38783,134010,28.9,192663,42951,149712,28.7,192149,42825,149324,28.7,208758,47148,161610,29.2,208193,47024,161169,29.2,222922,51674,171248,30.2,222263,51519,170744,30.2
"전국","95~99세",24796,4923,19873,24.8,24573,4831,19742,24.5,28007,5550,22457,24.7,27798,5461,22337,24.4,32154,6435,25719,25.0,32045,6395,25650,24.9,36839,7427,29412,25.3,36762,7402,29360,25.2,38482,7760,30722,25.3,38255,7683,30572,25.1,41512,8024,33488,24.0,41399,7995,33404,23.9,43868,8149,35719,22.8,43717,8116,35601,22.8,45930,8357,37573,22.2,45780,8320,37460,22.2
"전국","100세이상",3217,449,2768,16.2,3159,428,2731,15.7,3547,469,3078,15.2,3486,445,3041,14.6,3943,565,3378,16.7,3908,550,3358,16.4,4249,601,3648,16.5,4232,592,3640,16.3,4874,808,4066,19.9,4819,783,4036,19.4,5624,869,4755,18.3,5581,850,4731,18.0,6563,1056,5507,19.2,6518,1035,5483,18.9,6971,1121,5850,19.2,6922,1100,5822,18.9
"전국","15세미만",6954313,3591551,3362762,106.8,6906707,3567115,3339592,106.8,6822213,3518101,3304112,106.5,6768338,3490366,3277972,106.5,6682752,3441958,3240794,106.2,6631762,3415956,3215806,106.2,6542808,3366547,3176261,106.0,6479881,3334593,3145288,106.0,6392180,3286624,3105556,105.8,6311951,3245806,3066145,105.9,6254157,3213380,3040777,105.7,6175946,3173622,3002324,105.7,6087471,3125597,2961874,105.5,6003248,3082830,2920418,105.6,5859928,3007414,2852514,105.4,5770230,2961988,2808242,105.5
"전국","15~64세",37497684,19232176,18265508,105.3,36229874,18489317,17740557,104.2,37620773,19293356,18327417,105.3,36312340,18528089,17784251,104.2,37568528,19273613,18294915,105.3,36196132,18478037,17718095,104.3,37631555,19322306,18309249,105.5,36103955,18434716,17669239,104.3,37570032,19300695,18269337,105.6,35942771,18355281,17587490,104.4,37287736,19116898,18170838,105.2,35752039,18248764,17503275,104.3,36944039,18936094,18007945,105.2,35464929,18109395,17355534,104.3,36685856,18821848,17864008,105.4,35123596,17941789,17181807,104.4
"전국","65세이상",6617378,2784775,3832603,72.7,6569082,2763407,3805675,72.6,6826568,2885530,3941038,73.2,6775118,2863065,3912053,73.2,7171227,3052484,4118743,74.1,7115366,3028399,4086967,74.1,7455149,3188342,4266807,74.7,7394115,3162245,4231870,74.7,7816991,3364751,4452240,75.6,7745563,3333575,4411988,75.6,8287243,3584929,4702314,76.2,8205508,3550202,4655306,76.3,8706561,3788353,4918208,77.0,8619927,3751312,4868615,77.1,9146488,4006036,5140452,77.9,9046100,3962737,5083363,78.0
"전국","85세이상",525723,132986,392737,33.9,523370,132191,391179,33.8,562518,142832,419686,34.0,560121,142070,418051,34.0,612599,158130,454469,34.8,610672,157562,453110,34.8,662179,173972,488207,35.6,660280,173493,486787,35.6,727980,195856,532124,36.8,725214,194965,530249,36.8,803729,220487,583242,37.8,801197,219851,581346,37.8,876870,245810,631060,39.0,874045,245130,628915,39.0,930049,266067,663982,40.1,926804,265257,661547,40.1
"전국","평균연령",40.4,39.2,41.6,-,40.4,39.2,41.6,-,40.8,39.6,42.0,-,40.9,39.7,42.1,-,41.3,40.1,42.5,-,41.4,40.2,42.6,-,41.8,40.6,43.0,-,42.0,40.8,43.2,-,42.4,41.2,43.6,-,42.5,41.3,43.7,-,42.9,41.7,44.1,-,43.1,41.9,44.2,-,43.5,42.3,44.7,-,43.6,42.5,44.8,-,44.0,42.8,45.2,-,44.2,43.0,45.4,-
"전국","중위연령",41.1,39.8,42.3,-,41.2,40.0,42.4,-,41.6,40.3,42.9,-,41.8,40.6,43.0,-,42.2,40.8,43.5,-,42.4,41.2,43.7,-,42.7,41.3,44.1,-,43.1,41.8,44.3,-,43.3,41.9,44.7,-,43.7,42.4,45.0,-,43.9,42.5,45.3,-,44.3,42.9,45.6,-,44.5,43.1,46.0,-,44.9,43.6,46.3,-,45.1,43.7,46.6,-,45.5,44.2,46.9,-
